user_id,gender,age,height_cm,weight_kg,body_type,goal,activity,diet,spicy_pref,bmi
SU003802,female,20,164.6,57.1,meso,maintain,low,non-veg,medium,21.1
SU003803,male,35,178.2,65.7,ecto,loss,low,non-veg,medium,20.7
SU003804,female,28,152,44.2,ecto,loss,high,non-veg,low,19.1
SU003805,female,41,160.1,46.3,ecto,gain,high,non-veg,high,18.1
SU003806,female,19,163.8,49.3,ecto,gain,low,veg,high,18.4
SU003807,male,47,170.7,66.3,meso,maintain,med,veg,medium,22.8
SU003808,female,48,155.7,49.9,meso,loss,low,non-veg,medium,20.6
SU003809,male,46,176.4,71.8,meso,loss,high,veg,medium,23.1
SU003810,female,44,157.8,53.6,meso,maintain,low,non-veg,medium,21.5
SU003811,male,56,173.9,60.8,ecto,loss,med,veg,low,20.1
SU003812,female,32,160.9,56.7,meso,maintain,med,non-veg,medium,21.9
SU003813,female,50,156.8,43.8,ecto,maintain,low,non-veg,low,17.8
SU003814,male,32,161.1,54.7,meso,maintain,low,non-veg,low,21.1
SU003815,female,38,168.5,61.2,meso,maintain,high,non-veg,high,21.6
SU003816,male,20,177,76.1,endo,loss,med,non-veg,high,24.3
SU003817,male,35,171.5,75.5,endo,maintain,low,veg,low,25.7
SU003818,female,55,164.5,53.5,ecto,gain,low,non-veg,high,19.8
SU003819,female,58,154.7,44.2,ecto,loss,high,non-veg,medium,18.5
SU003820,female,52,160,52.3,meso,maintain,med,veg,high,20.4
SU003821,male,20,175.9,60.4,ecto,gain,med,non-veg,medium,19.5
SU003822,female,59,175.9,75.5,endo,maintain,high,non-veg,medium,24.4
SU003823,female,28,157.4,52.3,meso,loss,low,non-veg,low,21.1
SU003824,female,42,170.5,65.8,meso,maintain,med,non-veg,medium,22.6
SU003825,male,39,170.4,60.1,ecto,maintain,med,veg,low,20.7
SU003826,female,24,163.7,63.6,endo,maintain,high,non-veg,medium,23.7
SU003827,female,55,153.5,50.2,meso,maintain,med,veg,high,21.3
SU003828,female,38,152.1,41,ecto,maintain,med,non-veg,medium,17.7
SU003829,male,54,171.5,60.6,ecto,maintain,high,veg,low,20.6
SU003830,male,47,177.6,66.8,meso,loss,low,non-veg,low,21.2
SU003831,female,37,169.4,54,ecto,gain,low,non-veg,low,18.8
SU003832,male,25,177,61,ecto,gain,med,non-veg,high,19.5
SU003833,male,56,180.9,68.7,ecto,maintain,med,non-veg,low,21
SU003834,male,53,171.4,58.4,ecto,maintain,med,non-veg,medium,19.9
SU003835,male,52,172.1,66.1,meso,loss,high,non-veg,medium,22.3
SU003836,female,50,153.9,44.2,ecto,gain,low,non-veg,medium,18.7
SU003837,male,45,169.4,70.3,endo,gain,high,non-veg,medium,24.5
SU003838,female,19,166.8,59.6,meso,maintain,low,veg,high,21.4
SU003839,male,42,172.9,67.2,meso,loss,med,veg,high,22.5
SU003840,male,58,166.7,70.5,endo,maintain,med,non-veg,high,25.4
SU003841,male,48,173.8,72.2,endo,maintain,med,veg,low,23.9
SU003842,female,44,151.1,46.5,meso,maintain,low,veg,high,20.4
SU003843,male,52,174.3,61.8,ecto,maintain,med,non-veg,low,20.3
SU003844,female,57,154.5,53.4,endo,loss,low,veg,high,22.4
SU003845,male,59,168.2,63.2,meso,loss,med,veg,high,22.3
SU003846,female,35,156.3,44.3,ecto,maintain,med,non-veg,medium,18.1
SU003847,male,52,170,54.4,ecto,gain,med,non-veg,medium,18.8
SU003848,male,49,173.1,75.1,endo,maintain,med,non-veg,medium,25.1
SU003849,male,28,166.3,50.9,ecto,gain,med,veg,low,18.4
SU003850,male,55,172,60.3,ecto,maintain,low,veg,low,20.4
SU003851,male,22,168.2,52.9,ecto,gain,low,non-veg,low,18.7
SU003852,female,48,160.4,46.3,ecto,gain,high,veg,medium,18
SU003853,male,24,163.8,54.6,meso,loss,med,non-veg,medium,20.4
SU003854,male,59,167.8,60.3,meso,maintain,high,non-veg,high,21.4
SU003855,male,29,174.3,79.4,endo,maintain,high,non-veg,medium,26.1
SU003856,female,22,171.8,62.1,meso,gain,med,veg,medium,21
SU003857,male,53,181.6,70.2,meso,maintain,low,veg,high,21.3
SU003858,male,52,165.6,63,endo,maintain,low,non-veg,medium,23
SU003859,male,25,174.9,65.8,meso,loss,med,veg,high,21.5
SU003860,male,26,169,60,meso,loss,med,veg,medium,21
SU003861,male,28,171.4,60.8,ecto,maintain,low,non-veg,medium,20.7
SU003862,male,42,168.4,61.3,meso,loss,low,non-veg,low,21.6
SU003863,female,47,156.9,54.5,endo,loss,med,non-veg,low,22.1
SU003864,female,34,157.8,56,endo,maintain,med,veg,low,22.5
SU003865,female,23,163.1,57.7,meso,maintain,high,non-veg,low,21.7
SU003866,male,22,168.2,58.5,meso,maintain,low,veg,medium,20.7
SU003867,female,18,165.9,57.7,meso,maintain,med,veg,medium,21
SU003868,female,45,157.2,52.6,meso,gain,med,non-veg,medium,21.3
SU003869,female,43,160.6,51.2,ecto,maintain,low,veg,high,19.9
SU003870,male,46,177.3,64.2,ecto,maintain,med,non-veg,low,20.4
SU003871,male,25,179.8,76.1,endo,loss,med,veg,low,23.5
SU003872,male,45,178.3,80.5,endo,loss,high,non-veg,low,25.3
SU003873,male,29,164.7,60.3,meso,maintain,med,veg,medium,22.2
SU003874,male,23,163.4,58.8,meso,maintain,med,veg,medium,22
SU003875,female,50,168.3,60,meso,loss,high,non-veg,low,21.2
SU003876,male,37,165.5,61.8,meso,maintain,med,veg,low,22.6
SU003877,male,25,168.9,57.6,ecto,maintain,med,non-veg,high,20.2
SU003878,female,44,165.3,65.2,endo,loss,med,veg,medium,23.9
SU003879,female,20,171.5,66.7,meso,maintain,med,non-veg,medium,22.7
SU003880,male,26,177.8,83.9,endo,gain,med,non-veg,medium,26.5
SU003881,female,46,166.3,57,meso,gain,low,non-veg,low,20.6
SU003882,male,52,164.6,53.6,ecto,gain,med,non-veg,low,19.8
SU003883,female,28,156.4,51.7,meso,loss,high,veg,medium,21.1
SU003884,female,19,165.7,65.9,endo,maintain,med,non-veg,medium,24
SU003885,female,42,156.3,46.7,ecto,maintain,low,veg,medium,19.1
SU003886,female,26,157.8,52.8,meso,maintain,med,non-veg,medium,21.2
SU003887,male,48,179.9,67.9,ecto,maintain,high,non-veg,high,21
SU003888,male,24,162,54.5,meso,gain,low,veg,low,20.8
SU003889,male,41,177.4,67.7,meso,loss,low,non-veg,high,21.5
SU003890,female,29,170.9,69.6,endo,maintain,low,non-veg,medium,23.8
SU003891,male,59,174.4,73.8,endo,gain,low,non-veg,high,24.3
SU003892,female,36,161.4,64.8,endo,maintain,low,non-veg,low,24.9
SU003893,female,29,161.9,63.7,endo,loss,med,non-veg,medium,24.3
SU003894,female,35,158.6,58.4,endo,loss,med,veg,medium,23.2
SU003895,female,29,154.7,44.3,ecto,gain,med,veg,medium,18.5
SU003896,male,41,166.9,52.8,ecto,gain,low,non-veg,high,19
SU003897,male,51,170.3,55.9,ecto,gain,low,non-veg,low,19.3
SU003898,male,34,167.9,58.7,meso,maintain,low,veg,high,20.8
SU003899,female,33,164.8,59.7,meso,gain,med,non-veg,high,22
SU003900,male,35,170.1,62.4,meso,maintain,low,non-veg,high,21.6
SU003901,female,56,168.8,63.7,meso,maintain,low,non-veg,medium,22.4
SU003902,female,56,166.6,63.6,endo,maintain,med,non-veg,low,22.9
SU003903,female,23,169.7,60.8,meso,maintain,low,veg,low,21.1
SU003904,male,34,172.1,77.2,endo,maintain,low,non-veg,low,26.1
SU003905,female,50,148.2,47.2,endo,maintain,med,veg,low,21.5
SU003906,female,27,155.8,50.8,meso,maintain,high,non-veg,high,20.9
SU003907,female,50,158.9,57.8,endo,maintain,low,non-veg,medium,22.9
SU003908,male,59,176.7,69.3,meso,maintain,high,veg,high,22.2
SU003909,female,55,150.2,44.2,meso,gain,med,non-veg,medium,19.6
SU003910,female,45,153,42.9,ecto,gain,med,non-veg,high,18.3
SU003911,male,39,164.6,56.5,meso,maintain,med,non-veg,high,20.9
SU003912,male,48,163,57.3,meso,maintain,med,veg,medium,21.6
SU003913,male,38,177.4,64.9,ecto,maintain,low,non-veg,medium,20.6
SU003914,male,51,171.2,63.3,meso,maintain,med,non-veg,medium,21.6
SU003915,female,31,164.4,55.6,meso,loss,med,non-veg,medium,20.6
SU003916,male,23,169,61,meso,maintain,low,veg,low,21.4
SU003917,male,51,170.1,59.8,ecto,maintain,med,non-veg,medium,20.7
SU003918,male,38,178.8,69.1,meso,maintain,low,veg,medium,21.6
SU003919,female,20,153.3,53.6,endo,loss,med,non-veg,medium,22.8
SU003920,female,53,167.9,65.6,endo,loss,med,non-veg,high,23.3
SU003921,male,39,175.1,71.5,endo,maintain,med,non-veg,medium,23.3
SU003922,female,28,148.8,47.3,endo,maintain,high,non-veg,medium,21.4
SU003923,female,38,156.6,60.6,endo,maintain,low,non-veg,medium,24.7
SU003924,male,21,164.8,61.3,endo,maintain,med,veg,low,22.6
SU003925,male,39,167.2,62.8,meso,loss,low,veg,low,22.5
SU003926,female,22,157.9,51.5,meso,loss,low,non-veg,high,20.7
SU003927,male,57,174.4,60.3,ecto,maintain,low,veg,medium,19.8
SU003928,female,33,164.1,51.9,ecto,gain,high,veg,medium,19.3
SU003929,female,27,163,55.1,meso,maintain,med,non-veg,high,20.7
SU003930,female,24,157.6,53.4,meso,loss,med,non-veg,high,21.5
SU003931,male,30,174,70.8,endo,maintain,med,non-veg,low,23.4
SU003932,male,44,167.4,57.7,meso,maintain,high,veg,low,20.6
SU003933,male,23,171.1,58.1,ecto,gain,high,non-veg,high,19.8
SU003934,female,44,158,51.7,meso,maintain,med,non-veg,low,20.7
SU003935,female,42,163.4,57,meso,maintain,low,veg,high,21.3
SU003936,female,30,172.4,62.8,meso,maintain,med,veg,high,21.1
SU003937,female,41,166.1,51.7,ecto,gain,high,non-veg,high,18.7
SU003938,male,31,178.9,71.2,meso,maintain,med,veg,high,22.2
SU003939,male,47,172.3,58.2,ecto,gain,med,veg,low,19.6
SU003940,female,58,159,59.6,endo,loss,med,veg,high,23.6
SU003941,female,36,148.2,45.1,meso,maintain,low,non-veg,medium,20.5
SU003942,male,29,175.6,70.9,meso,maintain,low,non-veg,high,23
SU003943,male,28,173.8,57.2,ecto,maintain,med,non-veg,medium,18.9
SU003944,male,52,178.4,64.2,ecto,gain,high,non-veg,high,20.2
SU003945,female,56,151.3,47.1,meso,maintain,low,non-veg,medium,20.6
SU003946,female,60,155.1,53.1,endo,maintain,high,non-veg,high,22.1
SU003947,male,19,184.2,70,ecto,maintain,high,veg,high,20.6
SU003948,female,39,158.3,47.1,ecto,gain,high,non-veg,medium,18.8
SU003949,female,20,159.9,49.9,ecto,gain,med,non-veg,high,19.5
SU003950,male,59,163.7,66.2,endo,loss,high,non-veg,high,24.7
SU003951,female,60,155.2,46.5,ecto,loss,med,non-veg,high,19.3
SU003952,male,24,172.1,65.5,meso,loss,low,veg,high,22.1
SU003953,male,42,167.1,69.9,endo,maintain,med,veg,low,25
SU003954,male,26,179.2,78.4,endo,loss,med,non-veg,high,24.4
SU003955,female,21,154.3,47,meso,maintain,high,non-veg,medium,19.7
SU003956,female,44,168.1,53.9,ecto,loss,med,non-veg,medium,19.1
SU003957,male,44,165.2,64.4,endo,maintain,low,veg,medium,23.6
SU003958,male,22,182.4,64,ecto,gain,med,non-veg,low,19.2
SU003959,male,50,174.9,62.1,ecto,gain,med,non-veg,medium,20.3
SU003960,female,37,161.6,55.8,meso,maintain,med,non-veg,medium,21.4
SU003961,female,30,158.1,48.1,ecto,maintain,med,veg,medium,19.2
SU003962,male,29,172.1,69.4,endo,loss,high,non-veg,medium,23.4
SU003963,male,26,176.6,72.2,meso,maintain,med,non-veg,high,23.2
SU003964,male,54,175.8,78.3,endo,maintain,high,veg,high,25.3
SU003965,female,60,160.4,52.7,meso,maintain,high,veg,high,20.5
SU003966,male,59,172.8,64.2,meso,maintain,med,non-veg,medium,21.5
SU003967,female,22,171.5,55.7,ecto,maintain,low,veg,high,18.9
SU003968,male,26,174.6,68.4,meso,maintain,med,non-veg,medium,22.4
SU003969,female,26,165.4,60.3,meso,loss,low,veg,medium,22
SU003970,male,52,176.8,63.7,ecto,maintain,high,non-veg,medium,20.4
SU003971,female,26,158.9,50.9,meso,maintain,med,veg,medium,20.2
SU003972,male,50,170.1,75.2,endo,maintain,med,non-veg,low,26
SU003973,female,42,152.9,48.3,meso,loss,med,non-veg,medium,20.7
SU003974,female,55,160.9,54.8,meso,loss,low,veg,high,21.2
SU003975,male,60,167.8,61.8,meso,loss,low,non-veg,high,21.9
SU003976,male,60,172.2,59.8,ecto,gain,med,non-veg,low,20.2
SU003977,female,44,163.6,55.8,meso,maintain,low,non-veg,low,20.8
SU003978,female,53,150.1,40.2,ecto,maintain,med,veg,high,17.8
SU003979,female,52,164.3,57.8,meso,loss,med,veg,high,21.4
SU003980,male,22,170.8,62.2,meso,loss,low,non-veg,medium,21.3
SU003981,female,23,140.4,40,meso,gain,med,non-veg,medium,20.3
SU003982,female,24,159,60.2,endo,maintain,med,non-veg,high,23.8
SU003983,male,54,167.3,59.1,meso,gain,high,non-veg,medium,21.1
SU003984,female,48,151.3,54.6,endo,gain,high,non-veg,low,23.9
SU003985,female,39,172.4,67.5,meso,maintain,low,non-veg,high,22.7
SU003986,female,43,162.7,57.5,meso,gain,med,veg,low,21.7
SU003987,female,55,160.5,62.4,endo,loss,med,veg,low,24.2
SU003988,female,24,157.5,51.9,meso,maintain,low,veg,low,20.9
SU003989,female,26,168.5,55.8,ecto,gain,low,non-veg,high,19.7
SU003990,male,28,167.8,54.8,ecto,gain,high,non-veg,medium,19.5
SU003991,female,28,160,63.9,endo,maintain,low,non-veg,medium,25
SU003992,female,18,164.3,57.3,meso,gain,low,non-veg,low,21.2
SU003993,female,36,164.6,68.1,endo,loss,high,non-veg,medium,25.1
SU003994,male,22,173,68.9,meso,maintain,med,veg,high,23
SU003995,female,53,165.3,61.6,meso,maintain,med,non-veg,high,22.5
SU003996,male,21,173.7,75.6,endo,loss,low,non-veg,low,25.1
SU003997,female,26,157,51.4,meso,maintain,high,non-veg,high,20.9
SU003998,male,36,164.9,59.8,meso,loss,high,non-veg,medium,22
SU003999,male,55,157.9,50.9,meso,maintain,high,non-veg,medium,20.4
SU004000,male,58,170.3,63.7,meso,maintain,med,veg,medium,22
SU004001,male,53,177.5,66.7,meso,loss,low,veg,medium,21.2
SU004002,male,30,170.1,72.2,endo,maintain,med,veg,medium,25
SU004003,male,40,181.7,74.3,meso,gain,low,non-veg,medium,22.5
SU004004,male,54,174.6,59.2,ecto,gain,med,veg,high,19.4
SU004005,male,32,164.4,64.2,endo,maintain,low,non-veg,high,23.8
SU004006,female,28,144,46.5,endo,gain,med,non-veg,high,22.4
SU004007,female,19,161.3,54,meso,maintain,med,non-veg,medium,20.8
SU004008,male,19,178.5,72.5,meso,maintain,med,non-veg,low,22.8
SU004009,female,18,163.1,53.5,ecto,maintain,med,veg,low,20.1
SU004010,female,25,160.1,48.7,ecto,maintain,high,veg,high,19
SU004011,female,46,156.5,51.7,meso,maintain,med,veg,low,21.1
SU004012,male,20,160.3,65,endo,maintain,low,veg,high,25.3
SU004013,female,35,159.6,47.8,ecto,maintain,med,non-veg,low,18.8
SU004014,female,51,159.1,53.7,meso,maintain,med,non-veg,medium,21.2
SU004015,male,42,165.5,58.4,meso,gain,med,non-veg,low,21.3
SU004016,female,24,164.4,56.1,meso,maintain,low,veg,medium,20.8
SU004017,female,37,162,55.4,meso,maintain,high,non-veg,low,21.1
SU004018,male,25,169.4,73.3,endo,maintain,med,veg,high,25.5
SU004019,female,48,157.3,59.9,endo,maintain,med,non-veg,medium,24.2
SU004020,male,59,177.7,70.2,meso,gain,med,non-veg,high,22.2
SU004021,male,50,163.5,55.3,meso,maintain,high,non-veg,low,20.7
SU004022,female,21,163.8,50.9,ecto,gain,med,non-veg,high,19
SU004023,male,52,178.6,70.4,meso,maintain,low,non-veg,high,22.1
SU004024,female,39,167.9,60.5,meso,maintain,high,non-veg,medium,21.5
SU004025,male,58,174.4,57.5,ecto,maintain,low,veg,medium,18.9
SU004026,female,28,157.6,54.1,meso,gain,med,non-veg,medium,21.8
SU004027,female,48,159.1,54.2,meso,maintain,high,non-veg,high,21.4
SU004028,female,48,159,53.2,meso,maintain,med,non-veg,low,21
SU004029,male,25,181,87.1,endo,gain,low,non-veg,high,26.6
SU004030,male,26,177.7,72.4,meso,loss,med,non-veg,high,22.9
SU004031,male,55,169.4,58.3,ecto,maintain,med,non-veg,medium,20.3
SU004032,female,52,164.1,67.2,endo,loss,high,non-veg,low,25
SU004033,male,40,176,67.2,meso,maintain,low,non-veg,low,21.7
SU004034,male,37,177.5,77,endo,loss,med,non-veg,high,24.4
SU004035,female,59,165.8,55.4,ecto,maintain,low,non-veg,high,20.2
SU004036,female,42,162.3,51.5,ecto,gain,med,veg,medium,19.6
SU004037,male,31,161.5,50.6,ecto,maintain,low,non-veg,medium,19.4
SU004038,male,43,170.6,55.9,ecto,loss,med,veg,high,19.2
SU004039,female,28,160.4,56.5,meso,maintain,high,veg,high,22
SU004040,male,50,176.1,77.8,endo,maintain,low,non-veg,medium,25.1
SU004041,female,33,174,57,ecto,gain,med,veg,high,18.8
SU004042,male,42,175.1,70.8,meso,maintain,med,non-veg,high,23.1
SU004043,female,38,147.3,44.1,meso,maintain,low,veg,medium,20.3
SU004044,male,54,175.8,66.9,meso,maintain,med,veg,low,21.6
SU004045,male,42,173,64.9,meso,loss,med,non-veg,high,21.7
SU004046,female,55,156.3,44.1,ecto,gain,low,veg,medium,18.1
SU004047,male,42,177.9,78.8,endo,maintain,low,veg,low,24.9
SU004048,female,48,160.9,61.1,endo,loss,low,non-veg,high,23.6
SU004049,male,35,171.5,60.1,ecto,maintain,low,non-veg,low,20.4
SU004050,male,59,176.6,76.2,endo,loss,med,non-veg,medium,24.4
SU004051,male,40,178.2,68.5,meso,loss,med,non-veg,medium,21.6
SU004052,male,25,176.2,67.6,meso,maintain,low,non-veg,high,21.8
SU004053,male,28,172.2,62.7,meso,maintain,med,non-veg,low,21.1
SU004054,male,50,164.1,62.2,endo,maintain,high,veg,high,23.1
SU004055,female,26,163.5,52,ecto,maintain,med,non-veg,low,19.5
SU004056,male,38,171.4,70.1,endo,gain,med,veg,high,23.9
SU004057,male,32,170.6,67.2,endo,maintain,low,veg,high,23.1
SU004058,female,34,156.6,49.6,meso,gain,high,non-veg,low,20.2
SU004059,female,21,161,60.5,endo,loss,high,non-veg,medium,23.3
SU004060,female,27,168.5,66.5,endo,gain,med,non-veg,medium,23.4
SU004061,female,58,163.8,49.1,ecto,maintain,low,non-veg,medium,18.3
SU004062,male,39,165,68.9,endo,maintain,med,veg,medium,25.3
SU004063,female,55,156.4,43.5,ecto,maintain,low,non-veg,high,17.8
SU004064,female,36,160.8,46.9,ecto,maintain,med,veg,low,18.1
SU004065,female,18,167,56.8,ecto,maintain,med,non-veg,medium,20.4
SU004066,female,49,154.1,54.1,endo,gain,med,non-veg,medium,22.8
SU004067,female,26,165,50.3,ecto,loss,med,veg,medium,18.5
SU004068,male,52,167.4,52.5,ecto,gain,med,non-veg,medium,18.7
SU004069,male,52,163,54.5,meso,loss,med,veg,medium,20.5
SU004070,female,56,155,57.1,endo,maintain,low,non-veg,medium,23.8
SU004071,female,53,154.1,54.5,endo,loss,low,non-veg,medium,23
SU004072,male,33,176.3,70.9,meso,gain,med,non-veg,low,22.8
SU004073,male,57,172.3,60.2,ecto,gain,low,non-veg,high,20.3
SU004074,female,20,165.7,61,meso,maintain,med,veg,low,22.2
SU004075,male,36,162.9,55.5,meso,gain,low,veg,medium,20.9
SU004076,female,49,153.2,42,ecto,gain,high,non-veg,medium,17.9
SU004077,male,54,174.6,79.2,endo,maintain,med,veg,medium,26
SU004078,female,32,154.7,50.5,meso,maintain,low,non-veg,medium,21.1
SU004079,female,48,148.1,40,ecto,gain,high,non-veg,high,18.2
SU004080,female,25,153.4,48.7,meso,gain,med,non-veg,medium,20.7
SU004081,male,48,161.4,61.8,endo,maintain,high,non-veg,high,23.7
SU004082,male,45,171.8,72.3,endo,loss,med,veg,medium,24.5
SU004083,male,37,164.9,67.6,endo,maintain,low,veg,high,24.9
SU004084,male,27,174.8,64.4,meso,gain,high,non-veg,medium,21.1
SU004085,male,28,158.8,56.9,endo,maintain,med,non-veg,high,22.6
SU004086,male,57,171.3,74,endo,maintain,low,non-veg,low,25.2
SU004087,female,41,162.8,49.2,ecto,gain,med,veg,high,18.6
SU004088,female,54,172.5,66.9,meso,maintain,med,non-veg,low,22.5
SU004089,female,53,169.9,61.5,meso,maintain,high,veg,medium,21.3
SU004090,female,44,160.3,50.1,ecto,maintain,low,non-veg,low,19.5
SU004091,male,46,171.8,73.3,endo,maintain,med,veg,medium,24.8
SU004092,female,37,156.3,46,ecto,gain,high,non-veg,medium,18.8
SU004093,male,41,174.1,60.9,ecto,gain,high,non-veg,medium,20.1
SU004094,female,46,165.8,59.6,meso,gain,med,non-veg,medium,21.7
SU004095,male,60,175.1,68.9,meso,maintain,low,veg,high,22.5
SU004096,male,45,179.4,73,meso,loss,med,veg,medium,22.7
SU004097,male,48,177,65.5,ecto,loss,low,veg,low,20.9
SU004098,female,25,157.5,46.4,ecto,maintain,low,non-veg,high,18.7
SU004099,male,46,171.4,57.4,ecto,maintain,low,non-veg,high,19.5
SU004100,female,18,153.3,47.8,meso,maintain,med,veg,high,20.3
SU004101,male,36,167,56.8,ecto,loss,med,veg,high,20.4
SU004102,female,20,163.3,52.1,ecto,gain,low,veg,low,19.5
SU004103,male,38,171,62.5,meso,maintain,high,veg,medium,21.4
SU004104,male,59,173.7,62.4,ecto,maintain,low,non-veg,medium,20.7
SU004105,female,20,168.2,64.4,meso,loss,low,non-veg,low,22.8
SU004106,male,27,173.5,73.3,endo,maintain,med,non-veg,high,24.4
SU004107,female,36,168.9,59.6,meso,gain,low,non-veg,low,20.9
SU004108,female,32,173.3,65.6,meso,loss,med,non-veg,medium,21.8
SU004109,male,41,178.3,68.3,meso,loss,low,non-veg,medium,21.5
SU004110,female,53,158.1,57.5,endo,maintain,high,non-veg,medium,23
SU004111,female,25,151.4,44,meso,gain,low,veg,high,19.2
SU004112,male,57,157.4,60.4,endo,maintain,low,non-veg,medium,24.4
SU004113,male,30,169.5,63.5,meso,gain,med,non-veg,high,22.1
SU004114,female,53,152.4,44.9,meso,maintain,low,non-veg,medium,19.3
SU004115,male,39,183.6,74.9,meso,gain,low,veg,high,22.2
SU004116,male,55,168.3,52.7,ecto,gain,high,veg,medium,18.6
SU004117,female,30,154.6,44.8,ecto,gain,high,non-veg,medium,18.7
SU004118,male,25,164.9,53.6,ecto,maintain,low,non-veg,medium,19.7
SU004119,male,45,169.9,74.3,endo,maintain,low,non-veg,low,25.7
SU004120,male,18,167.8,54.6,ecto,gain,med,veg,medium,19.4
SU004121,female,20,160.2,64.6,endo,maintain,med,non-veg,medium,25.2
SU004122,male,26,182.3,80.5,endo,maintain,med,non-veg,high,24.2
SU004123,male,38,179.9,72,meso,maintain,high,non-veg,low,22.2
SU004124,female,19,149.5,40,ecto,gain,low,non-veg,medium,17.9
SU004125,male,21,166,60.3,meso,maintain,high,non-veg,medium,21.9
SU004126,male,58,164.6,51.8,ecto,gain,low,veg,low,19.1
SU004127,female,44,164.8,52.1,ecto,gain,low,non-veg,low,19.2
SU004128,female,34,158.6,46.7,ecto,gain,low,non-veg,high,18.6
SU004129,male,43,164.3,68.1,endo,maintain,low,non-veg,medium,25.2
SU004130,female,56,159.6,45.6,ecto,maintain,low,veg,medium,17.9
SU004131,female,45,167,59.6,meso,maintain,high,non-veg,high,21.4
SU004132,male,31,164.7,51.3,ecto,gain,high,non-veg,high,18.9
SU004133,female,36,165.9,61.9,meso,gain,med,non-veg,medium,22.5
SU004134,male,26,179.6,85.9,endo,gain,high,veg,high,26.6
SU004135,female,42,156.2,47.1,ecto,gain,high,non-veg,high,19.3
SU004136,female,49,153.2,44,ecto,gain,med,veg,high,18.7
SU004137,male,54,170.5,55.7,ecto,maintain,high,veg,low,19.2
SU004138,female,50,170.9,61.7,meso,maintain,med,non-veg,low,21.1
SU004139,female,41,157.1,51.2,meso,maintain,low,non-veg,high,20.7
SU004140,male,33,173.7,64.5,meso,maintain,low,non-veg,medium,21.4
SU004141,male,57,167.5,61.1,meso,maintain,med,non-veg,high,21.8
SU004142,male,28,166.9,71.3,endo,loss,med,non-veg,high,25.6
SU004143,female,49,151.3,40,ecto,maintain,high,non-veg,medium,17.5
SU004144,female,35,170.1,66.2,meso,maintain,med,non-veg,medium,22.9
SU004145,female,33,159.7,53.9,meso,maintain,low,veg,high,21.1
SU004146,female,47,156.9,57.5,endo,maintain,med,non-veg,medium,23.4
SU004147,female,48,170.7,62.3,meso,maintain,low,veg,high,21.4
SU004148,female,33,165.8,56.8,meso,maintain,high,veg,low,20.7
SU004149,female,48,172.7,70.1,endo,maintain,med,non-veg,low,23.5
SU004150,male,57,166.3,53.6,ecto,gain,low,non-veg,high,19.4
SU004151,female,47,168.5,55.6,ecto,maintain,med,veg,low,19.6
SU004152,male,24,178.7,76.8,endo,maintain,low,veg,high,24
SU004153,male,55,167,70.6,endo,loss,med,non-veg,medium,25.3
SU004154,female,47,159.8,54.2,meso,maintain,med,non-veg,medium,21.2
SU004155,female,46,159.2,60.7,endo,maintain,low,non-veg,high,23.9
SU004156,male,26,167.6,59.7,meso,loss,low,non-veg,high,21.3
SU004157,female,60,168.6,61.9,meso,maintain,med,non-veg,medium,21.8
SU004158,female,31,159.3,53.8,meso,maintain,med,veg,low,21.2
SU004159,female,58,165.8,60.7,meso,loss,med,veg,high,22.1
SU004160,female,58,165.1,53.1,ecto,maintain,med,non-veg,medium,19.5
SU004161,male,50,172.8,74.9,endo,maintain,med,non-veg,medium,25.1
SU004162,female,54,152.3,44.1,ecto,maintain,med,non-veg,low,19
SU004163,male,53,171.8,64,meso,maintain,low,non-veg,low,21.7
SU004164,male,43,179.1,61.3,ecto,gain,low,non-veg,medium,19.1
SU004165,male,54,173,65.8,meso,loss,med,non-veg,high,22
SU004166,female,58,159.9,57.9,endo,loss,med,non-veg,low,22.6
SU004167,female,55,157.9,61.4,endo,gain,med,non-veg,low,24.6
SU004168,female,25,166.9,58.3,meso,loss,med,veg,medium,20.9
SU004169,female,31,155.4,56,endo,maintain,low,veg,medium,23.2
SU004170,female,26,164.7,57.2,meso,loss,high,veg,high,21.1
SU004171,male,18,185.2,65.8,ecto,gain,med,non-veg,low,19.2
SU004172,male,50,172.1,58.9,ecto,loss,med,veg,medium,19.9
SU004173,female,43,162.4,54.2,meso,maintain,med,non-veg,high,20.6
SU004174,male,47,167.8,54.3,ecto,gain,high,veg,low,19.3
SU004175,male,21,176.5,63.4,ecto,gain,low,veg,high,20.4
SU004176,female,52,153.6,49.3,meso,maintain,med,non-veg,low,20.9
SU004177,male,21,170,62.3,meso,gain,low,non-veg,medium,21.6
SU004178,female,22,166.4,55.5,ecto,maintain,med,veg,medium,20
SU004179,female,60,166.3,66.2,endo,maintain,low,non-veg,low,23.9
SU004180,male,55,170.5,74.6,endo,maintain,low,veg,medium,25.7
SU004181,female,31,159.3,63.9,endo,maintain,low,non-veg,medium,25.2
SU004182,male,42,169.1,58.8,ecto,maintain,med,non-veg,high,20.6
SU004183,male,37,164.1,67.1,endo,gain,med,veg,high,24.9
SU004184,female,58,169,66.7,endo,gain,med,non-veg,medium,23.4
SU004185,male,56,170.2,61.9,meso,maintain,med,non-veg,medium,21.4
SU004186,male,48,166.9,54.8,ecto,gain,low,non-veg,medium,19.7
SU004187,male,38,180.8,66,ecto,loss,med,non-veg,high,20.2
SU004188,male,31,172.5,71.1,endo,loss,med,non-veg,medium,23.9
